Problem,|V| or n,|E| or m,Simple Randomized or Randomized-1,Simple Greedy or Greedy-1,Semi Greedy - 1,Simple local or local-1 No. of iterations,Average Value, Grasp No. of iterations,Best Value, known best
G1  ,800  ,19176  ,9587.31  ,10956  ,11243  ,7  ,11259  ,50  ,11464
12078
G2  ,800  ,19176  ,9590.57  ,11030  ,11261  ,10  ,11394  ,50  ,11447
12084
G3  ,800  ,19176  ,9586.64  ,11012  ,11233  ,6  ,11308  ,50  ,11481
12077
G4  ,800  ,19176  ,9587.66  ,11031  ,11230  ,13  ,11445  ,50  ,11479
-1
G5  ,800  ,19176  ,9587.09  ,10990  ,11266  ,7  ,11370  ,50  ,11468
-1
G6  ,800  ,19176  ,78.03  ,1515  ,1732  ,6  ,1870  ,50  ,2003
-1
G7  ,800  ,19176  ,-70.58  ,1362  ,1538  ,11  ,1735  ,50  ,1804
-1
G8  ,800  ,19176  ,-79.36  ,1331  ,1557  ,14  ,1703  ,50  ,1837
-1
G9  ,800  ,19176  ,-31.39  ,1507  ,1621  ,4  ,1735  ,50  ,1870
-1
G10  ,800  ,19176  ,-81.65  ,1350  ,1508  ,7  ,1682  ,50  ,1812
-1
